species_tax_id	cell_diameter	cell_length	doubling_h	growth_tmp	optimum_tmp	optimum_ph	genome_size	gc_content	coding_genes	rRNA16S_genes	tRNA_genes	gram_stain	sporulation	motility	range_salinity	facultative_respiration	anaerobic_respiration	aerobic_respiration	mesophilic_range_tmp	thermophilic_range_tmp	psychrophilic_range_tmp	bacillus_cell_shape	coccus_cell_shape	filament_cell_shape	coccobacillus_cell_shape	vibrio_cell_shape	spiral_cell_shape
83984	-0.3979400086720376	-0.3979400086720376	0.9719712763997564	37.05	37	7	1804961.6	50	1773.333	3	50	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
85991	NA	NA	NA	NA	37	NA	1106074.458	41.1	935.889	1	38	0	0	0	NA	NA	NA	NA	1	0	0	0	1	0	0	0	0
86184	NA	NA	NA	28	NA	NA	3208223	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
102148	NA	NA	NA	37	NA	NA	2174775	36.77	NA	NA	NA	1	0	NA	NA	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA
104609	-0.3010299956639812	0.17609125905568124	NA	26	30	NA	6412606	43.857	NA	NA	NA	0	NA	1	NA	1	0	0	1	0	0	0	0	0	0	1	0
115551	0.0	0.3979400086720376	NA	29	30	7.5	NA	NA	NA	NA	NA	0	0	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
124798	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
146536	NA	NA	NA	27	NA	NA	8411124.5	70.9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA
146922	NA	NA	NA	27	NA	NA	8945640	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150033	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
153493	0.3979400086720376	NA	NA	37	8	NA	2148680	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	0	0	1	0	0	0
155617	NA	NA	NA	37	37	9.6	3591973	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
155618	NA	NA	NA	37	37	9.6	3578766	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
156979	NA	NA	NA	34	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
160454	NA	NA	NA	37	45	9.6	5437682	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
160699	NA	NA	NA	NA	NA	NA	5163134.5	57.2	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
161360	NA	NA	NA	25	4	NA	3796494.25	43.141	3498	9	71	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
170367	-0.12493873660829993	0.5440680443502757	0.6989700043360189	30.75	32.5	7.7	NA	NA	NA	NA	NA	1	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
173362	NA	NA	NA	29	NA	NA	3784483	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178340	-0.5228787452803376	0.3010299956639812	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
198252	-0.9208187539523752	NA	1.5392894280714453	17.5	37	7.8	1338472.909	29.533	1341.333	1	32	0	0	0	NA	NA	NA	NA	1	0	0	1	0	0	0	0	0
211502	0.43136376415898736	NA	NA	37	NA	NA	2118516	56.2	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	0	0	1	0	0	0
225971	NA	NA	NA	22	NA	NA	3094736	64.3	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
226011	-0.2596373105057561	0.17609125905568124	NA	37	40	7.5	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
227605	NA	NA	NA	10	15	5.75	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
262489	NA	NA	NA	NA	NA	NA	6058912	60.093	NA	NA	NA	0	NA	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
284028	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285454	NA	NA	NA	27	NA	NA	2338556	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300020	-0.6989700043360187	-0.22184874961635637	NA	25.5	18	NA	3996920	68.2	NA	NA	NA	1	NA	NA	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
304413	-0.1549019599857432	0.3979400086720376	NA	15	14	7.3	NA	NA	NA	NA	NA	0	0	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
314092	-0.3010299956639812	0.47712125471966244	NA	NA	27	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
324079	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
327939	-0.1870866433571444	0.24303804868629442	NA	NA	27.5	8	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
338644	-0.09691001300805639	0.17609125905568124	0.3222192947339193	40.05	40	2	NA	NA	NA	NA	NA	1	1	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
380911	-0.045757490560675115	0.17609125905568124	NA	28	30	7	NA	NA	NA	NA	NA	0	0	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
382641	0.11394335230683678	NA	0.75815462196739	28.5	NA	NA	3102817	NA	NA	NA	NA	1	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
462367	-0.3979400086720376	0.5740312677277188	NA	28	30	7	4677460	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
475082	-0.6989700043360187	-0.09691001300805639	NA	NA	30	NA	NA	NA	NA	NA	NA	0	0	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
574963	-0.6478174818886375	0.43933269383026263	NA	NA	33.5	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
984260	-0.3010299956639812	0.3979400086720376	NA	30	NA	NA	4774682	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1078905	-0.4814860601221125	NA	NA	NA	NA	NA	1805302.667	37.1	2103	1	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1177712	-0.1870866433571444	0.3010299956639812	NA	NA	NA	NA	3513190.75	60.569	3128.667	5	57	0	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1353886	NA	NA	NA	NA	NA	NA	9042411.5	63.38	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
1550024	NA	NA	NA	37	NA	NA	4026727.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
940136	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66880	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285519	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
108	NA	NA	NA	26	24.545	NA	8491258.5	48.033	6938	NA	49	0	0	0	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
202	-0.6020599913279624	0.0	NA	37	NA	NA	1751734	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	0	0	0	0	0	1
214	-0.3979400086720376	0.6989700043360189	NA	37	37	7.3	1668200.75	44.5	1625.667	2	36	0	0	1	NA	0	0	1	NA	NA	NA	0	0	0	0	0	1
228	-0.09691001300805639	0.25527250510330607	0.18184358794477254	20.2	13.75	NA	4152878	39.829	3421	9	106	0	0	1	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
453	NA	NA	NA	37	NA	NA	3542068	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
455	NA	NA	NA	37	NA	NA	3374534.5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
458	NA	NA	NA	37	NA	NA	3126774	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
460	NA	NA	NA	34	NA	NA	3946181	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
693	NA	NA	NA	27	NA	NA	4080513.667	45.43	NA	NA	NA	0	NA	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0
785	-0.5228787452803376	0.0	1.24551266781415	34	34	7.4	1112133.818	28.9	830.143	1	33	0	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
1018	-0.37675070960209955	0.3979400086720376	NA	37	35.7	NA	2609213	39.413	2160.667	4	47	0	0	1	NA	0	1	0	1	0	0	1	0	0	0	0	0
1087	-0.060480747381381476	NA	NA	37	NA	NA	4176424	66	NA	NA	NA	0	NA	NA	NA	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA
1285	NA	NA	NA	37	36	NA	2737135	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1293	NA	NA	NA	37	NA	NA	3064363	32.951	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
1355	NA	NA	NA	37	NA	NA	2531765.5	36.3	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
1445	-0.3010299956639812	0.47712125471966244	NA	32	40	9.75	4217920	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1472	0.3010299956639812	NA	NA	30	NA	NA	7327559.5	46.52	NA	NA	NA	1	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	-0.22184874961635637	0.47712125471966244	NA	36	35.6	NA	2088640.75	43.477	1853.333	6	67	1	0	NA	NA	0	1	0	1	0	0	1	0	0	0	0	0
1793	-0.3010299956639812	0.0	NA	31	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	0.47712125471966244	NA	NA	39	52	NA	4912357	69	4505	2	46	1	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
2350	-0.4559319556497244	0.47712125471966244	NA	26	26	7.5	8771650.8	46.762	6750.667	2	53	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
28084	NA	NA	NA	37	NA	NA	3839015.5	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
28085	NA	NA	NA	37	NA	NA	4047605	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28088	NA	NA	NA	37	NA	NA	3580227	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
28202	NA	-0.1549019599857432	NA	30	55	NA	NA	NA	NA	NA	NA	0	0	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
29348	-0.5228787452803376	0.3010299956639812	NA	37	37	NA	2507485	28.57	NA	NA	NA	1	1	NA	NA	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA
29364	-0.22184874961635637	0.3010299956639812	NA	37	NA	NA	3458343	NA	NA	NA	NA	0	0	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
29376	NA	NA	NA	58	37	NA	NA	NA	NA	NA	NA	1	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
29379	NA	NA	NA	37	NA	NA	2205152	37.4	1951	NA	58	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
29423	-0.5228787452803376	0.3010299956639812	NA	37	NA	NA	2780288	40.88	2536.333	3	42	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
29427	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
33881	NA	NA	NA	29	NA	NA	3547870	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
33961	-0.1549019599857432	0.3010299956639812	NA	28	NA	NA	1387932	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
34018	0.0	0.47712125471966244	NA	34	41	NA	4355544.4	70.5	3870	4	52	0	0	1	NA	1	0	0	1	0	0	0	0	0	0	0	1
35793	NA	NA	NA	NA	35	NA	1252364	32.5	NA	NA	NA	0	0	0	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
38402	-0.5228787452803376	0.0	NA	37	33.5	7.8	1931566.5	36.8	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
39483	-0.1549019599857432	0.17609125905568124	NA	37	37	5.65	1957554	33.053	1442	NA	NA	1	0	NA	NA	0	1	0	1	0	0	1	0	0	0	0	0
42684	NA	NA	NA	28	28	NA	8377286.8	70.818	6991	6	69	1	1	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
42858	NA	NA	NA	37	NA	NA	2702176	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
44009	NA	NA	NA	35	NA	NA	2812918	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
46503	NA	NA	NA	37	37	NA	4633018.6	45.267	NA	NA	NA	1	0	0	NA	0	1	0	1	0	0	1	0	0	0	0	0
52442	0.11394335230683678	0.146128035678238	NA	28	NA	NA	3222494.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57037	-0.3010299956639812	0.07918124604762482	NA	37	NA	NA	3113182.5	NA	NA	NA	NA	1	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
67350	NA	NA	NA	27	NA	NA	9639871.5	70.83	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA
67360	NA	NA	NA	26.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67386	NA	NA	NA	27	NA	NA	10159636	70.89	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA
68182	-0.2076083105017461	0.021189299069938092	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68225	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68237	-0.3205721033878811	NA	NA	28	NA	NA	8120900	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68278	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70348	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
82983	NA	NA	NA	30	NA	NA	5011797	49.1	4453	8	89	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
86183	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
90244	NA	NA	NA	33	34	NA	2668257	44.6	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
92938	NA	NA	NA	30	NA	NA	7131440.5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111292	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
142461	-0.22184874961635637	0.20411998265592482	NA	27	NA	NA	4641086	44.42	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0
154621	NA	NA	NA	37	37	8	3921813	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
156974	NA	NA	NA	37	37	NA	5165995	39.61	NA	NA	NA	0	0	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
156980	NA	NA	NA	34	NA	NA	3703269.333	68.47	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
166485	-0.3010299956639812	0.47712125471966244	-0.12493873660829993	58.75	57.5	NA	2473921	NA	NA	NA	NA	0	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
166486	-0.3979400086720376	NA	NA	37	37	NA	4238600.143	41.873	3554	NA	NA	1	0	1	NA	0	1	0	1	0	0	1	0	0	0	0	0
181073	-0.1549019599857432	0.0	NA	22	NA	NA	2662616	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
191770	-0.3979400086720376	0.36172783601759284	0.06445798922691845	36	NA	NA	2508584	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192994	0.0	NA	0.6551384348113821	57.5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
198119	-0.12493873660829993	0.47712125471966244	NA	30	25	7.7	NA	NA	NA	NA	NA	1	1	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
213248	-0.3979400086720376	0.20411998265592482	NA	25	NA	NA	3088900	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
227865	-0.09691001300805639	0.5740312677277188	NA	37	50	8.9	2772616	35.341	NA	NA	NA	1	1	1	NA	0	0	1	0	1	0	1	0	0	0	0	0
265883	-0.2596373105057561	0.06069784035361165	0.008600171761917567	35	37.5	6	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
285515	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301541	NA	NA	NA	30	30	7.4	4395904	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1
304207	-0.3010299956639812	0.3979400086720376	NA	37	37	NA	3025563.333	53.1	NA	NA	NA	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
317735	NA	NA	NA	37	45	NA	3551822	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0
318456	NA	NA	NA	23	NA	NA	5014783.625	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
319238	-0.3010299956639812	0.47712125471966244	NA	NA	20	7	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
396056	0.19589965240923374	0.19589965240923374	NA	32	37	9	4092525	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
413401	-0.12493873660829993	0.20411998265592482	NA	25	17	NA	4434207	43.988	NA	NA	NA	0	0	0	NA	1	0	0	1	0	0	1	0	0	0	0	0
426701	0.0	0.7993405494535817	NA	33	37	9	2364962	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
426702	-0.22184874961635637	0.6532125137753437	NA	28	37	9.25	2638902	NA	NA	NA	NA	1	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
459658	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
467210	-0.1549019599857432	0.7781512503836436	NA	37	NA	NA	2977407.667	NA	NA	NA	NA	1	1	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
484498	-0.3467874862246563	0.3424226808222063	NA	29	27.5	8	3859465	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
512643	NA	NA	NA	25	17.5	NA	4449680.5	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
554343	-0.022276394711152253	0.13830269816628143	NA	25	25	NA	3080623	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
614070	-0.22184874961635637	0.04139268515822507	NA	NA	25	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
651561	0.0	0.3010299956639812	NA	29	30	7	5042732	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
674054	NA	NA	NA	25	NA	NA	6902809	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
796937	NA	NA	NA	NA	NA	NA	2500413.25	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
879969	-0.12493873660829993	0.3979400086720376	NA	35	37.5	7	NA	NA	NA	NA	NA	NA	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
913109	NA	NA	NA	NA	NA	NA	2799950	26.9	2743	NA	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1236046	0.06707085604537018	0.3679147387937527	NA	45	43.333	7.4	3058345	48.3	2809	NA	46	0	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
1462563	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578720	NA	NA	NA	NA	NA	NA	1578110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776740	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776741	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776742	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
147728	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1343161	-0.5228787452803376	0.5185139398778874	NA	NA	25	7.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
1241981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1241982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
456	NA	NA	NA	37	NA	NA	3086185	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
463	NA	NA	NA	37	NA	NA	3820228.667	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
751	NA	NA	NA	36.5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1017	NA	NA	NA	37	37	7	2752884	40.3	2574	3	50	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1377	NA	NA	NA	32.5	NA	NA	2114734.714	39.45	1909.333	7	55	1	0	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
1547	-0.3010299956639812	0.3010299956639812	NA	37	37	NA	3234795	31.38	NA	NA	NA	1	1	1	NA	0	1	0	1	0	0	1	0	0	0	0	0
1583	-0.09691001300805639	0.17609125905568124	NA	31.5	32.75	NA	2247996.5	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
1629	-0.1549019599857432	0.3010299956639812	NA	32	NA	NA	1513415	41.153	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
1776	NA	NA	NA	36	NA	NA	5973420	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	37	NA	NA	5501755	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
2094	NA	NA	NA	37	37	NA	672783.571	34.1	552.667	2	32	0	0	NA	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
2136	NA	NA	NA	30	NA	NA	891575	27.8	808	1	29	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
2300	NA	NA	NA	30	NA	NA	9415595	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2724	-0.3010299956639812	-0.3010299956639812	NA	30	NA	NA	3540113.2	44.633	3185.667	2	38	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
28087	NA	NA	NA	37	NA	NA	4282443.333	36.903	3691	NA	51	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
28893	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29428	NA	NA	NA	27.5	NA	NA	3000694	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
33904	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
43670	NA	NA	NA	30	NA	NA	4324200.5	74.859	NA	NA	NA	1	NA	NA	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
47920	NA	NA	NA	26.5	23.333	NA	4902121.667	64.72	NA	NA	NA	0	0	NA	NA	0	0	1	1	0	0	1	0	0	0	0	0
